Date-time;Day of the week;Duty cycle;Period of day;ID ITP;Nomer ITP;Adres MKD;FIAS MKD;UNOM MKD;ID HVS ITP;ID ODPU GVS;ID ODPU GVS ch1;ID ODPU GVS ch2;Znach HVS ITP;Znach ODPU GVS  ch1;Znach ODPU GVS  ch2;Potrebl GVS;Otkl potrebl HVS-GVS;Predict Otkl potrebl HVS-GVS;;;;;;;;;
2025-04-01 15:00:00;Tuesday;Working day;day;1a2b3c4d-5e6f-7890-abcd-ef1234567890;к1427;улица Ленина, 1, Зеленоград, Москва, 124365;1356ba19-f0c7-424d-8244-54c7a7e5a230;1356BA19-F0C7-424D-8244-54C7A7E5A230;6ba7b810-9dad-11d1-80b4-00c04fd430c8;a1b2c3d4-e5f6-789a-bcde-f123456789ab;550e8400-e29b-41d4-a716-446655440000;f47ac10b-58cc-4372-a567-0e02b2c3d479;0,11;0,46;0,35;0,11;0,00%;10,60%;;;;;;;;;
2025-04-01 16:00:00;Tuesday;Working day;day;1a2b3c4d-5e6f-7890-abcd-ef1234567890;к1427;улица Ленина, 1, Зеленоград, Москва, 124365;1356ba19-f0c7-424d-8244-54c7a7e5a230;1356BA19-F0C7-424D-8244-54C7A7E5A230;6ba7b810-9dad-11d1-80b4-00c04fd430c8;a1b2c3d4-e5f6-789a-bcde-f123456789ab;550e8400-e29b-41d4-a716-446655440000;f47ac10b-58cc-4372-a567-0e02b2c3d479;0,13;0,42;0,29;0,13;0,00%;10,60%;;;;;;;;;
2025-04-01 17:00:00;Tuesday;Working day;day;1a2b3c4d-5e6f-7890-abcd-ef1234567890;к1427;улица Ленина, 1, Зеленоград, Москва, 124365;1356ba19-f0c7-424d-8244-54c7a7e5a230;1356BA19-F0C7-424D-8244-54C7A7E5A230;6ba7b810-9dad-11d1-80b4-00c04fd430c8;a1b2c3d4-e5f6-789a-bcde-f123456789ab;550e8400-e29b-41d4-a716-446655440000;f47ac10b-58cc-4372-a567-0e02b2c3d479;0,17;0,51;0,34;0,17;0,00%;10,60%;;;;;;;;;
2025-04-01 18:00:00;Tuesday;Working day;evening;1a2b3c4d-5e6f-7890-abcd-ef1234567890;к1427;улица Ленина, 1, Зеленоград, Москва, 124365;1356ba19-f0c7-424d-8244-54c7a7e5a230;1356BA19-F0C7-424D-8244-54C7A7E5A230;6ba7b810-9dad-11d1-80b4-00c04fd430c8;a1b2c3d4-e5f6-789a-bcde-f123456789ab;550e8400-e29b-41d4-a716-446655440000;f47ac10b-58cc-4372-a567-0e02b2c3d479;0,30;0,65;0,35;0,30;0,00%;10,60%;;;;;;;;;
2025-04-01 19:00:00;Tuesday;Working day;evening;1a2b3c4d-5e6f-7890-abcd-ef1234567890;к1427;улица Ленина, 1, Зеленоград, Москва, 124365;1356ba19-f0c7-424d-8244-54c7a7e5a230;1356BA19-F0C7-424D-8244-54C7A7E5A230;6ba7b810-9dad-11d1-80b4-00c04fd430c8;a1b2c3d4-e5f6-789a-bcde-f123456789ab;550e8400-e29b-41d4-a716-446655440000;f47ac10b-58cc-4372-a567-0e02b2c3d479;0,40;0,88;0,48;0,40;0,00%;10,60%;;;;;;;;;
2025-04-01 20:00:00;Tuesday;Working day;evening;1a2b3c4d-5e6f-7890-abcd-ef1234567890;к1427;улица Ленина, 1, Зеленоград, Москва, 124365;1356ba19-f0c7-424d-8244-54c7a7e5a230;1356BA19-F0C7-424D-8244-54C7A7E5A230;6ba7b810-9dad-11d1-80b4-00c04fd430c8;a1b2c3d4-e5f6-789a-bcde-f123456789ab;550e8400-e29b-41d4-a716-446655440000;f47ac10b-58cc-4372-a567-0e02b2c3d479;0,34;0,65;0,31;0,34;0,00%;10,60%;;;;;;;;;
2025-04-01 21:00:00;Tuesday;Working day;evening;1a2b3c4d-5e6f-7890-abcd-ef1234567890;к1427;улица Ленина, 1, Зеленоград, Москва, 124365;1356ba19-f0c7-424d-8244-54c7a7e5a230;1356BA19-F0C7-424D-8244-54C7A7E5A230;6ba7b810-9dad-11d1-80b4-00c04fd430c8;a1b2c3d4-e5f6-789a-bcde-f123456789ab;550e8400-e29b-41d4-a716-446655440000;f47ac10b-58cc-4372-a567-0e02b2c3d479;0,26;0,55;0,29;0,26;0,00%;10,60%;;;;;;;;;
2025-04-01 22:00:00;Tuesday;Working day;evening;1a2b3c4d-5e6f-7890-abcd-ef1234567890;к1427;улица Ленина, 1, Зеленоград, Москва, 124365;1356ba19-f0c7-424d-8244-54c7a7e5a230;1356BA19-F0C7-424D-8244-54C7A7E5A230;6ba7b810-9dad-11d1-80b4-00c04fd430c8;a1b2c3d4-e5f6-789a-bcde-f123456789ab;550e8400-e29b-41d4-a716-446655440000;f47ac10b-58cc-4372-a567-0e02b2c3d479;0,21;0,46;0,25;0,21;0,00%;10,60%;;;;;;;;;
2025-04-01 23:00:00;Tuesday;Working day;night;1a2b3c4d-5e6f-7890-abcd-ef1234567890;к1427;улица Ленина, 1, Зеленоград, Москва, 124365;1356ba19-f0c7-424d-8244-54c7a7e5a230;1356BA19-F0C7-424D-8244-54C7A7E5A230;6ba7b810-9dad-11d1-80b4-00c04fd430c8;a1b2c3d4-e5f6-789a-bcde-f123456789ab;550e8400-e29b-41d4-a716-446655440000;f47ac10b-58cc-4372-a567-0e02b2c3d479;0,13;0,28;0,15;0,13;0,00%;10,60%;;;;;;;;;
2025-04-02 00:00:00;Wednesday;Working day;night;1a2b3c4d-5e6f-7890-abcd-ef1234567890;к1427;улица Ленина, 1, Зеленоград, Москва, 124365;1356ba19-f0c7-424d-8244-54c7a7e5a230;1356BA19-F0C7-424D-8244-54C7A7E5A230;6ba7b810-9dad-11d1-80b4-00c04fd430c8;a1b2c3d4-e5f6-789a-bcde-f123456789ab;550e8400-e29b-41d4-a716-446655440000;f47ac10b-58cc-4372-a567-0e02b2c3d479;0,12;0,25;0,14;0,11;8,33%;10,70%;;;;;;;;;
2025-04-02 01:00:00;Wednesday;Working day;night;1a2b3c4d-5e6f-7890-abcd-ef1234567890;к1427;улица Ленина, 1, Зеленоград, Москва, 124365;1356ba19-f0c7-424d-8244-54c7a7e5a230;1356BA19-F0C7-424D-8244-54C7A7E5A230;6ba7b810-9dad-11d1-80b4-00c04fd430c8;a1b2c3d4-e5f6-789a-bcde-f123456789ab;550e8400-e29b-41d4-a716-446655440000;f47ac10b-58cc-4372-a567-0e02b2c3d479;0,05;0,10;0,05;0,05;0,00%;10,70%;;;;;;;;;
2025-04-02 02:00:00;Wednesday;Working day;night;1a2b3c4d-5e6f-7890-abcd-ef1234567890;к1427;улица Ленина, 1, Зеленоград, Москва, 124365;1356ba19-f0c7-424d-8244-54c7a7e5a230;1356BA19-F0C7-424D-8244-54C7A7E5A230;6ba7b810-9dad-11d1-80b4-00c04fd430c8;a1b2c3d4-e5f6-789a-bcde-f123456789ab;550e8400-e29b-41d4-a716-446655440000;f47ac10b-58cc-4372-a567-0e02b2c3d479;0,06;0,12;0,07;0,05;16,67%;10,70%;;;;;;;;;
2025-04-02 03:00:00;Wednesday;Working day;night;1a2b3c4d-5e6f-7890-abcd-ef1234567890;к1427;улица Ленина, 1, Зеленоград, Москва, 124365;1356ba19-f0c7-424d-8244-54c7a7e5a230;1356BA19-F0C7-424D-8244-54C7A7E5A230;6ba7b810-9dad-11d1-80b4-00c04fd430c8;a1b2c3d4-e5f6-789a-bcde-f123456789ab;550e8400-e29b-41d4-a716-446655440000;f47ac10b-58cc-4372-a567-0e02b2c3d479;0,06;0,12;0,07;0,05;16,67%;10,70%;;;;;;;;;
2025-04-02 04:00:00;Wednesday;Working day;night;1a2b3c4d-5e6f-7890-abcd-ef1234567890;к1427;улица Ленина, 1, Зеленоград, Москва, 124365;1356ba19-f0c7-424d-8244-54c7a7e5a230;1356BA19-F0C7-424D-8244-54C7A7E5A230;6ba7b810-9dad-11d1-80b4-00c04fd430c8;a1b2c3d4-e5f6-789a-bcde-f123456789ab;550e8400-e29b-41d4-a716-446655440000;f47ac10b-58cc-4372-a567-0e02b2c3d479;0,07;0,15;0,08;0,07;0,00%;10,70%;;;;;;;;;
2025-04-02 05:00:00;Wednesday;Working day;night;1a2b3c4d-5e6f-7890-abcd-ef1234567890;к1427;улица Ленина, 1, Зеленоград, Москва, 124365;1356ba19-f0c7-424d-8244-54c7a7e5a230;1356BA19-F0C7-424D-8244-54C7A7E5A230;6ba7b810-9dad-11d1-80b4-00c04fd430c8;a1b2c3d4-e5f6-789a-bcde-f123456789ab;550e8400-e29b-41d4-a716-446655440000;f47ac10b-58cc-4372-a567-0e02b2c3d479;0,22;0,48;0,26;0,22;0,00%;10,70%;;;;;;;;;
2025-04-02 06:00:00;Wednesday;Working day;morning;1a2b3c4d-5e6f-7890-abcd-ef1234567890;к1427;улица Ленина, 1, Зеленоград, Москва, 124365;1356ba19-f0c7-424d-8244-54c7a7e5a230;1356BA19-F0C7-424D-8244-54C7A7E5A230;6ba7b810-9dad-11d1-80b4-00c04fd430c8;a1b2c3d4-e5f6-789a-bcde-f123456789ab;550e8400-e29b-41d4-a716-446655440000;f47ac10b-58cc-4372-a567-0e02b2c3d479;0,14;0,30;0,16;0,14;0,00%;10,70%;;;;;;;;;
2025-04-02 07:00:00;Wednesday;Working day;morning;1a2b3c4d-5e6f-7890-abcd-ef1234567890;к1427;улица Ленина, 1, Зеленоград, Москва, 124365;1356ba19-f0c7-424d-8244-54c7a7e5a230;1356BA19-F0C7-424D-8244-54C7A7E5A230;6ba7b810-9dad-11d1-80b4-00c04fd430c8;a1b2c3d4-e5f6-789a-bcde-f123456789ab;550e8400-e29b-41d4-a716-446655440000;f47ac10b-58cc-4372-a567-0e02b2c3d479;0,14;0,30;0,16;0,14;0,00%;10,70%;;;;;;;;;
2025-04-02 08:00:00;Wednesday;Working day;morning;1a2b3c4d-5e6f-7890-abcd-ef1234567890;к1427;улица Ленина, 1, Зеленоград, Москва, 124365;1356ba19-f0c7-424d-8244-54c7a7e5a230;1356BA19-F0C7-424D-8244-54C7A7E5A230;6ba7b810-9dad-11d1-80b4-00c04fd430c8;a1b2c3d4-e5f6-789a-bcde-f123456789ab;550e8400-e29b-41d4-a716-446655440000;f47ac10b-58cc-4372-a567-0e02b2c3d479;0,23;0,50;0,27;0,23;0,00%;10,70%;;;;;;;;;
2025-04-02 09:00:00;Wednesday;Working day;morning;1a2b3c4d-5e6f-7890-abcd-ef1234567890;к1427;улица Ленина, 1, Зеленоград, Москва, 124365;1356ba19-f0c7-424d-8244-54c7a7e5a230;1356BA19-F0C7-424D-8244-54C7A7E5A230;6ba7b810-9dad-11d1-80b4-00c04fd430c8;a1b2c3d4-e5f6-789a-bcde-f123456789ab;550e8400-e29b-41d4-a716-446655440000;f47ac10b-58cc-4372-a567-0e02b2c3d479;0,18;0,60;0,42;0,18;0,00%;10,70%;;;;;;;;;
2025-04-02 10:00:00;Wednesday;Working day;morning;1a2b3c4d-5e6f-7890-abcd-ef1234567890;к1427;улица Ленина, 1, Зеленоград, Москва, 124365;1356ba19-f0c7-424d-8244-54c7a7e5a230;1356BA19-F0C7-424D-8244-54C7A7E5A230;6ba7b810-9dad-11d1-80b4-00c04fd430c8;a1b2c3d4-e5f6-789a-bcde-f123456789ab;550e8400-e29b-41d4-a716-446655440000;f47ac10b-58cc-4372-a567-0e02b2c3d479;0,18;0,40;0,22;0,18;0,00%;10,70%;;;;;;;;;
2025-04-02 11:00:00;Wednesday;Working day;morning;1a2b3c4d-5e6f-7890-abcd-ef1234567890;к1427;улица Ленина, 1, Зеленоград, Москва, 124365;1356ba19-f0c7-424d-8244-54c7a7e5a230;1356BA19-F0C7-424D-8244-54C7A7E5A230;6ba7b810-9dad-11d1-80b4-00c04fd430c8;a1b2c3d4-e5f6-789a-bcde-f123456789ab;550e8400-e29b-41d4-a716-446655440000;f47ac10b-58cc-4372-a567-0e02b2c3d479;0,16;0,35;0,19;0,16;0,00%;10,70%;;;;;;;;;
2025-04-02 12:00:00;Wednesday;Working day;day;1a2b3c4d-5e6f-7890-abcd-ef1234567890;к1427;улица Ленина, 1, Зеленоград, Москва, 124365;1356ba19-f0c7-424d-8244-54c7a7e5a230;1356BA19-F0C7-424D-8244-54C7A7E5A230;6ba7b810-9dad-11d1-80b4-00c04fd430c8;a1b2c3d4-e5f6-789a-bcde-f123456789ab;550e8400-e29b-41d4-a716-446655440000;f47ac10b-58cc-4372-a567-0e02b2c3d479;0,16;0,50;0,34;0,16;0,00%;10,70%;;;;;;;;;
2025-04-02 13:00:00;Wednesday;Working day;day;1a2b3c4d-5e6f-7890-abcd-ef1234567890;к1427;улица Ленина, 1, Зеленоград, Москва, 124365;1356ba19-f0c7-424d-8244-54c7a7e5a230;1356BA19-F0C7-424D-8244-54C7A7E5A230;6ba7b810-9dad-11d1-80b4-00c04fd430c8;a1b2c3d4-e5f6-789a-bcde-f123456789ab;550e8400-e29b-41d4-a716-446655440000;f47ac10b-58cc-4372-a567-0e02b2c3d479;0,14;0,55;0,41;0,14;0,00%;10,70%;;;;;;;;;
2025-04-02 14:00:00;Wednesday;Working day;day;1a2b3c4d-5e6f-7890-abcd-ef1234567890;к1427;улица Ленина, 1, Зеленоград, Москва, 124365;1356ba19-f0c7-424d-8244-54c7a7e5a230;1356BA19-F0C7-424D-8244-54C7A7E5A230;6ba7b810-9dad-11d1-80b4-00c04fd430c8;a1b2c3d4-e5f6-789a-bcde-f123456789ab;550e8400-e29b-41d4-a716-446655440000;f47ac10b-58cc-4372-a567-0e02b2c3d479;0,12;0,60;0,49;0,11;8,33%;10,70%;;;;;;;;;
2025-04-02 15:00:00;Wednesday;Working day;day;1a2b3c4d-5e6f-7890-abcd-ef1234567890;к1427;улица Ленина, 1, Зеленоград, Москва, 124365;1356ba19-f0c7-424d-8244-54c7a7e5a230;1356BA19-F0C7-424D-8244-54C7A7E5A230;6ba7b810-9dad-11d1-80b4-00c04fd430c8;a1b2c3d4-e5f6-789a-bcde-f123456789ab;550e8400-e29b-41d4-a716-446655440000;f47ac10b-58cc-4372-a567-0e02b2c3d479;0,12;0,50;0,39;0,11;8,33%;10,80%;;;;;;;;;
2025-04-02 16:00:00;Wednesday;Working day;day;1a2b3c4d-5e6f-7890-abcd-ef1234567890;к1427;улица Ленина, 1, Зеленоград, Москва, 124365;1356ba19-f0c7-424d-8244-54c7a7e5a230;1356BA19-F0C7-424D-8244-54C7A7E5A230;6ba7b810-9dad-11d1-80b4-00c04fd430c8;a1b2c3d4-e5f6-789a-bcde-f123456789ab;550e8400-e29b-41d4-a716-446655440000;f47ac10b-58cc-4372-a567-0e02b2c3d479;0,14;0,45;0,31;0,14;0,00%;10,80%;;;;;;;;;
2025-04-02 17:00:00;Wednesday;Working day;day;1a2b3c4d-5e6f-7890-abcd-ef1234567890;к1427;улица Ленина, 1, Зеленоград, Москва, 124365;1356ba19-f0c7-424d-8244-54c7a7e5a230;1356BA19-F0C7-424D-8244-54C7A7E5A230;6ba7b810-9dad-11d1-80b4-00c04fd430c8;a1b2c3d4-e5f6-789a-bcde-f123456789ab;550e8400-e29b-41d4-a716-446655440000;f47ac10b-58cc-4372-a567-0e02b2c3d479;0,18;0,55;0,37;0,18;0,00%;10,80%;;;;;;;;;
2025-04-02 18:00:00;Wednesday;Working day;evening;1a2b3c4d-5e6f-7890-abcd-ef1234567890;к1427;улица Ленина, 1, Зеленоград, Москва, 124365;1356ba19-f0c7-424d-8244-54c7a7e5a230;1356BA19-F0C7-424D-8244-54C7A7E5A230;6ba7b810-9dad-11d1-80b4-00c04fd430c8;a1b2c3d4-e5f6-789a-bcde-f123456789ab;550e8400-e29b-41d4-a716-446655440000;f47ac10b-58cc-4372-a567-0e02b2c3d479;0,32;0,70;0,38;0,32;0,00%;10,80%;;;;;;;;;
2025-04-02 19:00:00;Wednesday;Working day;evening;1a2b3c4d-5e6f-7890-abcd-ef1234567890;к1427;улица Ленина, 1, Зеленоград, Москва, 124365;1356ba19-f0c7-424d-8244-54c7a7e5a230;1356BA19-F0C7-424D-8244-54C7A7E5A230;6ba7b810-9dad-11d1-80b4-00c04fd430c8;a1b2c3d4-e5f6-789a-bcde-f123456789ab;550e8400-e29b-41d4-a716-446655440000;f47ac10b-58cc-4372-a567-0e02b2c3d479;0,44;0,94;0,50;0,44;0,00%;10,80%;;;;;;;;;
2025-04-02 20:00:00;Wednesday;Working day;evening;1a2b3c4d-5e6f-7890-abcd-ef1234567890;к1427;улица Ленина, 1, Зеленоград, Москва, 124365;1356ba19-f0c7-424d-8244-54c7a7e5a230;1356BA19-F0C7-424D-8244-54C7A7E5A230;6ba7b810-9dad-11d1-80b4-00c04fd430c8;a1b2c3d4-e5f6-789a-bcde-f123456789ab;550e8400-e29b-41d4-a716-446655440000;f47ac10b-58cc-4372-a567-0e02b2c3d479;0,37;0,70;0,33;0,37;0,00%;10,80%;;;;;;;;;
2025-04-02 21:00:00;Wednesday;Working day;evening;1a2b3c4d-5e6f-7890-abcd-ef1234567890;к1427;улица Ленина, 1, Зеленоград, Москва, 124365;1356ba19-f0c7-424d-8244-54c7a7e5a230;1356BA19-F0C7-424D-8244-54C7A7E5A230;6ba7b810-9dad-11d1-80b4-00c04fd430c8;a1b2c3d4-e5f6-789a-bcde-f123456789ab;550e8400-e29b-41d4-a716-446655440000;f47ac10b-58cc-4372-a567-0e02b2c3d479;0,28;0,60;0,33;0,27;3,57%;10,80%;;;;;;;;;
2025-04-02 22:00:00;Wednesday;Working day;evening;1a2b3c4d-5e6f-7890-abcd-ef1234567890;к1427;улица Ленина, 1, Зеленоград, Москва, 124365;1356ba19-f0c7-424d-8244-54c7a7e5a230;1356BA19-F0C7-424D-8244-54C7A7E5A230;6ba7b810-9dad-11d1-80b4-00c04fd430c8;a1b2c3d4-e5f6-789a-bcde-f123456789ab;550e8400-e29b-41d4-a716-446655440000;f47ac10b-58cc-4372-a567-0e02b2c3d479;0,23;0,50;0,27;0,23;0,00%;10,80%;;;;;;;;;
2025-04-02 23:00:00;Wednesday;Working day;night;1a2b3c4d-5e6f-7890-abcd-ef1234567890;к1427;улица Ленина, 1, Зеленоград, Москва, 124365;1356ba19-f0c7-424d-8244-54c7a7e5a230;1356BA19-F0C7-424D-8244-54C7A7E5A230;6ba7b810-9dad-11d1-80b4-00c04fd430c8;a1b2c3d4-e5f6-789a-bcde-f123456789ab;550e8400-e29b-41d4-a716-446655440000;f47ac10b-58cc-4372-a567-0e02b2c3d479;0,14;0,30;0,16;0,14;0,00%;10,80%;;;;;;;;;
2025-04-03 00:00:00;Thursday;Working day;night;1a2b3c4d-5e6f-7890-abcd-ef1234567890;к1427;улица Ленина, 1, Зеленоград, Москва, 124365;1356ba19-f0c7-424d-8244-54c7a7e5a230;1356BA19-F0C7-424D-8244-54C7A7E5A230;6ba7b810-9dad-11d1-80b4-00c04fd430c8;a1b2c3d4-e5f6-789a-bcde-f123456789ab;550e8400-e29b-41d4-a716-446655440000;f47ac10b-58cc-4372-a567-0e02b2c3d479;0,10;0,20;0,11;0,09;10,00%;10,80%;;;;;;;;;
